state,region,facility,ward,role_qualifier,item_label,delivery,required,source_row,raw_type,flags
SA,"Balaklava, Riverton",,,,Port Pirie Maternity - FSEP (highly desirable),individual,True,602,√,
SA,"Balaklava, Riverton",,,Snowtown Only,"Leecare (EMR) - if the nurse hasn't used this system in the past, they can access this course online. Please advise when returning the documents with their email address if they require training",individual,True,603,√,
SA,"Balaklava, Riverton",,,,ANTT,individual,True,605,√,
SA,"Balaklava, Riverton",,,,BLS,individual,True,606,√,
SA,"Balaklava, Riverton",,,,CBS (2 yearly),individual,True,607,√,
SA,"Balaklava, Riverton",,,,CC,individual,True,608,√,
SA,"Balaklava, Riverton",,,,CTP,individual,True,609,√,
SA,"Balaklava, Riverton",,,,Fire,individual,True,610,√,
SA,"Balaklava, Riverton",,,,HH,individual,True,611,√,
SA,"Balaklava, Riverton",,,,MH,individual,True,612,√,
SA,"Balaklava, Riverton",,,,MM,individual,True,613,√,
SA,"Balaklava, Riverton",,,,MR,individual,True,614,√,
SA,"Balaklava, Riverton",,,,OVA,individual,True,615,√,
SA,"Balaklava, Riverton",,,,PF,individual,True,616,√,
SA,"Balaklava, Riverton",,,"Jamestown, Port Pirie Only",FSEP Level 2 or above,individual,True,618,√,
SA,"Balaklava, Riverton",,,"Jamestown, Port Pirie Only",Neonatal Resus,individual,True,619,√,
SA,"Balaklava, Riverton",,,,Placement Declaration (only provided to facility upon request),individual,True,620,√,
SA,"Balaklava, Riverton",,,,Photo ID (Drivers Licence or Passport),individual,True,621,√,
SA,"Balaklava, Riverton",,,,CRC,individual,True,622,√,
SA,"Balaklava, Riverton",,,,Hep B,individual,True,624,√,
SA,"Balaklava, Riverton",,,,MMR,individual,True,625,√,
SA,"Balaklava, Riverton",,,,Varicella,individual,True,626,√,
SA,"Balaklava, Riverton",,,,dTpa,individual,True,627,√,
SA,"Balaklava, Riverton",,,,TB,individual,True,628,√,
SA,"Balaklava, Riverton",,,,SA WWCC Receipt,individual,True,629,√,
SA,"Balaklava, Riverton",,,Clare Midwifery Only,FSEP Level 2 or above,individual,True,631,√,
SA,"Balaklava, Riverton",,,Clare Midwifery Only,Newborn ALS,individual,True,632,√,
SA,"Balaklava, Riverton",,,Clare Midwifery Only,Obstetric Emergencies,individual,True,633,√,
SA,"Balaklava, Riverton",,,"Clare, Wallaroo, Crystal Brook Only",FSEP Level 2 or above,individual,True,635,√,
SA,"Balaklava, Riverton",,,"Clare, Wallaroo, Crystal Brook Only",Neonatal Resus,individual,True,636,√,
SA,"Balaklava, Riverton",,,,ANTT,individual,True,638,√,
SA,"Balaklava, Riverton",,,,BLS,individual,True,639,√,
SA,"Balaklava, Riverton",,,,CBS (2 yearly),individual,True,640,√,
SA,"Balaklava, Riverton",,,,CC,individual,True,641,√,
SA,"Balaklava, Riverton",,,,CTP,individual,True,642,√,
SA,"Balaklava, Riverton",,,,Fire,individual,True,643,√,
SA,"Balaklava, Riverton",,,,HH,individual,True,644,√,
SA,"Balaklava, Riverton",,,,MH,individual,True,645,√,
SA,"Balaklava, Riverton",,,,MM,individual,True,646,√,
SA,"Balaklava, Riverton",,,,MR,individual,True,647,√,
SA,"Balaklava, Riverton",,,,OVA,individual,True,648,√,
SA,"Balaklava, Riverton",,,,PF,individual,True,649,√,
SA,"Balaklava, Riverton",,,,Placement Declaration (only provided to facility upon request),individual,True,650,√,
SA,"Balaklava, Riverton",,,,Photo ID (Drivers Licence or Passport),individual,True,651,√,
SA,"Balaklava, Riverton",,,,CRC,individual,True,652,√,
SA,"Balaklava, Riverton",,,,Hep B,individual,True,654,√,
SA,"Balaklava, Riverton",,,,MMR,individual,True,655,√,
SA,"Balaklava, Riverton",,,,Varicella,individual,True,656,√,
SA,"Balaklava, Riverton",,,,dTpa,individual,True,657,√,
SA,"Balaklava, Riverton",,,,TB,individual,True,658,√,
SA,"Balaklava, Riverton",,,,ANTT,individual,True,660,√,
SA,"Balaklava, Riverton",,,,BLS,individual,True,661,√,
SA,"Balaklava, Riverton",,,,CBS (2 yearly),individual,True,662,√,
SA,"Balaklava, Riverton",,,,CC,individual,True,663,√,
SA,"Balaklava, Riverton",,,,CTP,individual,True,664,√,
SA,"Balaklava, Riverton",,,,Fire,individual,True,665,√,
SA,"Balaklava, Riverton",,,,HH,individual,True,666,√,
SA,"Balaklava, Riverton",,,,MH,individual,True,667,√,
SA,"Balaklava, Riverton",,,,MM,individual,True,668,√,
SA,"Balaklava, Riverton",,,,MR,individual,True,669,√,
SA,"Balaklava, Riverton",,,,OVA,individual,True,670,√,
SA,"Balaklava, Riverton",,,,PF,individual,True,671,√,
SA,"Balaklava, Riverton",,,,*need to confirm if SA WWCC and/or NDIS is required,individual,True,672,√,
TAS,ALL SITES,ALL SITES,,,ANTT,individual,True,7,√,
TAS,ALL SITES,ALL SITES,,,BLS,individual,True,8,√,
TAS,ALL SITES,ALL SITES,,,CTP,individual,True,9,√,
TAS,ALL SITES,ALL SITES,,,Fire,individual,True,10,√,
TAS,ALL SITES,ALL SITES,,,HH,individual,True,11,√,
TAS,ALL SITES,ALL SITES,,,MH,individual,True,12,√,
TAS,ALL SITES,ALL SITES,,,MM,individual,True,13,√,
TAS,ALL SITES,ALL SITES,,,MR,individual,True,14,√,
TAS,ALL SITES,ALL SITES,,,OVA,individual,True,15,√,
TAS,ALL SITES,ALL SITES,,,PF,individual,True,16,√,
TAS,ALL SITES,ALL SITES,,,PPE,individual,True,17,√,
TAS,ALL SITES,ALL SITES,,,CC,individual,True,18,√,
TAS,ALL SITES,ALL SITES,,,Fundamentals of Safeguarding Children (https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > Safeguarding Children),individual,True,19,√,
TAS,ALL SITES,ALL SITES,,,CRC,individual,True,20,√,
TAS,ALL SITES,ALL SITES,,,MMR (doses or serology),individual,True,22,√,
TAS,ALL SITES,ALL SITES,,,Hep B (serology),individual,True,23,√,
TAS,ALL SITES,ALL SITES,,,Varicella (doses or serology),individual,True,24,√,
TAS,ALL SITES,ALL SITES,,,dTpa,individual,True,25,√,
TAS,ALL SITES,ALL SITES,,,ANTT,individual,True,27,√,
TAS,ALL SITES,ALL SITES,,,BLS,individual,True,28,√,
TAS,ALL SITES,ALL SITES,,,Fire,individual,True,29,√,
TAS,ALL SITES,ALL SITES,,,HH,individual,True,30,√,
TAS,ALL SITES,ALL SITES,,,MH,individual,True,31,√,
TAS,ALL SITES,ALL SITES,,,MM,individual,True,32,√,
TAS,ALL SITES,ALL SITES,,,OVA,individual,True,33,√,
TAS,ALL SITES,ALL SITES,,,PPE,individual,True,34,√,
TAS,ALL SITES,ALL SITES,,,IPC,individual,True,35,√,
TAS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,,,Fundamentals of Safeguarding Children (https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > Safeguarding Children),individual,True,42,√,
TAS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,,,COVID-19 Vaccination,individual,True,43,√,
TAS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,,,DOB,individual,True,44,√,
TAS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,BEACONSFIELD & GEORGE TOWN DISTRICT HOSPITALS,,,AHPRA,individual,True,45,√,
TAS,CALVARY - LENAH VALLEY HOSPITAL,CALVARY - LENAH VALLEY HOSPITAL,,,TAS WWVP Receipt,individual,True,52,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,Photo ID,individual,True,68,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,AHPRA,individual,True,69,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,CRC,individual,True,70,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,Australian Visa if applicable,individual,True,71,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,Qualifications,individual,True,72,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,BLS,individual,True,73,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,MH,individual,True,74,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,MM,individual,True,75,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,HH,individual,True,76,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,ANTT,individual,True,77,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,PPE,individual,True,78,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,Cultural Competency,individual,True,79,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,TAS WWVP Receipt with interstate WWCC valid for the length of the contract. Not suitable for nurses arriving direct from NZ.,individual,True,80,√,
TAS,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,CHAPS - CHILD HEALTH AND PARENTING SERVICE LAUNCESTON,,,Fundamentals of Safeguarding Children (https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > Safeguarding Children) - only provided to facility upon request,individual,True,81,√,
TAS,FLINDERS ISLAND,FLINDERS ISLAND,,,Locum Declaration Form (form saved in TAS > TAS Health (Public) > 02 Locum Declaration),individual,True,88,√,
TAS,FLINDERS ISLAND,FLINDERS ISLAND,,,Mandatory Reporting,individual,True,89,√,
TAS,FLINDERS ISLAND,FLINDERS ISLAND,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,90,√,
TAS,FLINDERS ISLAND,FLINDERS ISLAND,,,TAS WWVP Receipt,individual,True,91,√,
TAS,HOBART PRIVATE,HOBART PRIVATE,,Maternity Only,TAS WWVP Receipt,individual,True,98,√,
TAS,KING ISLAND HOSPITAL,KING ISLAND HOSPITAL,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,105,√,
TAS,KING ISLAND HOSPITAL,KING ISLAND HOSPITAL,,,CRC,individual,True,106,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,Photo ID (Passport or Drivers Licence),individual,True,113,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,"CRC - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,114,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,Australian Visa (if applicable),individual,True,115,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,BLS,individual,True,116,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,MH,individual,True,117,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,MM,individual,True,118,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,HH,individual,True,119,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,ANTT,individual,True,120,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,PPE,individual,True,121,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,CC,individual,True,122,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,123,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,"Maternity, Special Care Nursery (SCN), SCBU, Paediatrics, NICU Only",TAS WWVP Clearance or interstate WWC Clearance. Not suitable for nurses travelling direct from NZ,individual,True,124,√,
TAS,LAUNCESTON GENERAL HOSPITAL,LAUNCESTON GENERAL HOSPITAL,,,All other clinical areas - TAS WWVP Receipt,individual,True,125,√,
TAS,MERSEY COMMUNITY HOSPITAL,MERSEY COMMUNITY HOSPITAL,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,132,√,
TAS,MERSEY COMMUNITY HOSPITAL,MERSEY COMMUNITY HOSPITAL,,,Locum Declaration Form (form saved in TAS > TAS Health (Public) > 02 Locum Declaration),individual,True,133,√,
TAS,MERSEY COMMUNITY HOSPITAL,MERSEY COMMUNITY HOSPITAL,,"Maternity, NICU, Pool, MHHITH (Mental Health Home) Only",TAS WWVP Receipt with interstate WWCC valid for the length of the contract. Not suitable for nurses arriving direct from NZ.,individual,True,134,√,
TAS,MERSEY COMMUNITY HOSPITAL,MERSEY COMMUNITY HOSPITAL,,Paeds Only,TAS WWVP Clearance Email (4-6 week processing time). Can use interstate WWCC at a pinch. Not suitable for nurses arriving direct from NZ.,individual,True,135,√,
TAS,MERSEY LEVEN COMMUNITY NURSING,MERSEY LEVEN COMMUNITY NURSING,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions) - to be held on file,individual,True,142,√,
TAS,MERSEY LEVEN COMMUNITY NURSING,MERSEY LEVEN COMMUNITY NURSING,,,Conviction Check Consent Form - Section 1 and 3,individual,True,143,√,
TAS,MERSEY LEVEN COMMUNITY NURSING,MERSEY LEVEN COMMUNITY NURSING,,,4 forms of ID,individual,True,144,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,Photo ID (Passport or Drivers Licence),individual,True,151,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,"CRC - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,152,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,Australian Visa (if applicable),individual,True,153,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,BLS,individual,True,154,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,HH,individual,True,155,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,ANTT,individual,True,156,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,MH,individual,True,157,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,Fire,individual,True,158,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,MM,individual,True,159,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,CTP,individual,True,160,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,Mandatory Reporting (MR),individual,True,161,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,IPC,individual,True,162,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,Locum Declaration Form (Yearly) (form saved in TAS > TAS Health (Public) > 02 Locum Declaration),individual,True,163,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,Fundamentals of Safeguarding Children (Yearly) - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children and TAS IPC Instructions),individual,True,164,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,Maternity Only (AKA North West Maternity Service),Neonatal Resus,individual,True,166,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,Maternity Only (AKA North West Maternity Service),CTG,individual,True,167,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,Maternity Only (AKA North West Maternity Service),Safe Sleeping,individual,True,168,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,Maternity Only (AKA North West Maternity Service),Obstetric Emergencies,individual,True,169,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,Maternity Only (AKA North West Maternity Service) - TAS WWVP Clearance. Not suitable for nurses arriving direct from NZ.,individual,True,170,√,
TAS,NORTH WEST REGIONAL HOSPITAL,NORTH WEST REGIONAL HOSPITAL,,,All other clinical areas - TAS WWVP Receipt or interstate WWC full clearance,individual,True,171,√,
TAS,NORTHERN CANCER CARE,NORTHERN CANCER CARE,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,178,√,
TAS,ROSEBERY COMMUNITY HEALTH CENTRE,ROSEBERY COMMUNITY HEALTH CENTRE,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,185,√,
TAS,ROYAL HOBART HOSPITAL,,,,K9 East Surgical,zip,True,207,√,
TAS,ROYAL HOBART HOSPITAL,,,,Perioperative,zip,True,208,√,
TAS,ROYAL HOBART HOSPITAL,,,Medical Only,Photo for ID Card,zip,True,209,√,
TAS,ROYAL HOBART HOSPITAL,,,,BLS,individual,True,213,√,
TAS,ROYAL HOBART HOSPITAL,,,,HH,individual,True,214,√,
TAS,ROYAL HOBART HOSPITAL,,,,ANTT,individual,True,215,√,
TAS,ROYAL HOBART HOSPITAL,,,,Fire,individual,True,216,√,
TAS,ROYAL HOBART HOSPITAL,,,,MM,individual,True,217,√,
TAS,ROYAL HOBART HOSPITAL,,,,CTP,individual,True,218,√,
TAS,ROYAL HOBART HOSPITAL,,,,MR,individual,True,219,√,
TAS,ROYAL HOBART HOSPITAL,,,,CC,individual,True,220,√,
TAS,ROYAL HOBART HOSPITAL,,,,PPE,individual,True,221,√,
TAS,ROYAL HOBART HOSPITAL,,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,222,√,
TAS,ROYAL HOBART HOSPITAL,,,K8 and K9 Only,Provide Orientation Booklet to nurse with paperwork (if saved in TAS > Tas Health > Royal Hobart Hospital > Paperwork > Orientation Manuals),individual,True,223,√,
TAS,ROYAL HOBART HOSPITAL,,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,224,√,
TAS,Maternity,Maternity,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,231,√,
TAS,Maternity,Maternity,,,TAS WWVP Receipt,individual,True,232,√,
TAS,Pool,,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,244,√,
TAS,Pool,,,,TAS WWVP Clearance (4-6 processing time). Not suitable for nurses travelling direct from NZ.,individual,True,245,√,
TAS,Pool,,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,246,√,
TAS,Pool,,,,TAS WWVP *Need to confirm nurse can start with receipt or needs full clearance,individual,True,247,√,
TAS,All Other Clinical Areas,All Other Clinical Areas,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,254,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,DOB,individual,True,262,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Phone Number,individual,True,263,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Email,individual,True,264,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Photo for ID Badge,individual,True,265,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Photo ID (Passport/Drivers Licence),individual,True,266,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Australia Visa if applicable,individual,True,267,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,"CRC - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,268,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Statutory  Declaration - Conviction Check,individual,True,269,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,MMR (doses or serology),individual,True,271,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Hep B (serology),individual,True,272,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Varicella (doses or serology),individual,True,273,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,dTpa,individual,True,274,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,Quals,individual,True,275,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,AHPRA,individual,True,276,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,,"All Community MH roles (including Acute Care Team, Mother Baby Unit and Prison Unit) - TAS WWVP Clearance or interstate WWCC valid for the length of the contract. Not suitable for nurses arriving direct from NZ.",individual,True,277,√,
TAS,SMHS - STATEWIDE MENTAL HEALTH SERVICE,SMHS - STATEWIDE MENTAL HEALTH SERVICE,,Acute Care Team Only,Vehicle User Agreement,individual,True,278,√,
TAS,ST HELEN'S DISTRICT HOSPITAL,ST HELEN'S DISTRICT HOSPITAL,,,Fundamentals of Safeguarding Children (https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > Safeguarding Children) - only provided to facility upon request,individual,True,291,√,
TAS,ST MARY'S HEALTH CENTRE,ST MARY'S HEALTH CENTRE,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,298,√,
TAS,WEST COAST DISTRICT HOSPITAL,WEST COAST DISTRICT HOSPITAL,,,Fundamentals of Safeguarding Children - https://dhhs.sproutlabs.com.au/login/index.php (instructions saved in TAS > Tasmania Health (Public) > 01 Safeguarding Children Instructions),individual,True,306,√,
TAS,WEST COAST DISTRICT HOSPITAL,WEST COAST DISTRICT HOSPITAL,,,TAS WWVP Receipt (only need to provide to facility upon request),individual,True,307,√,
TAS,WEST COAST DISTRICT HOSPITAL,WEST COAST DISTRICT HOSPITAL,,Aged Care Only,NDIS Receipt (only need to provide to facility upon request),individual,True,308,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,100 points of ID,individual,True,10,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Hep B,individual,True,12,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Varicella,individual,True,13,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,MMR,individual,True,14,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,dTpa,individual,True,15,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,3 x COVID,individual,True,16,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Annual Flu,individual,True,17,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Phone Number,individual,True,18,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Email address,individual,True,19,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,CRC within 2 years,individual,True,20,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Albury Campus - NSW WWCC Application Number - must finalise within 5 days of arrival to NSW (instructions saved in VIC > 01 Working with Children Check),individual,True,21,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Wodonga Campus - VIC WWCC Application Number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,22,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Pool staff - require both NSW WWCC Application Number and VIC WWCC Application number - must finalise within 5 days of arrival to VIC (instructions saved in VIC > 01 Working with Children Check),individual,True,23,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,Maternity Only,FSEP (Level 2 or above),individual,True,25,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,Maternity Only,Obstetric Emergencies,individual,True,26,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,Maternity Only,Neonatal Resus,individual,True,27,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,Aged Care Only,NDIS clearance,individual,True,28,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,BLS,individual,True,30,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,MH,individual,True,31,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,HH,individual,True,32,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,Fire,individual,True,33,√,
VIC,ALBURY WODONGA,ALBURY WODONGA,,,IPC,individual,True,34,√,
